id,name,website,macro_region,subregion,country,coverage_type,coverage_area,publication_type,languages,domain_rating,domain_rating_provider,domain_rating_measured_at,link_type,link_evidence_url,publication_routes,cost_model,priority,status,last_verified,source_urls
rm-the-philadelphia-inquirer-inquirer-com,The Philadelphia Inquirer,https://www.inquirer.com,north-america,north-america,united-states,metro-city,Philadelphia metropolitan area,newspaper,en,88,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.inquirer.com
rm-boston-com-neighborhoods-boston-com,Boston.com Neighborhoods,https://boston.com,north-america,north-america,united-states,state-province,Massachusetts,newspaper,en,87,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://boston.com|https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv
rm-le-ploermelais-actu-fr,Le Ploërmelais,https://actu.fr/le-ploermelais,europe,western-europe,france,region,Ploërmel,newspaper,fr,87,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://actu.fr/le-ploermelais|https://www.wikidata.org/wiki/Q3225689
rm-minnesota-star-tribune-startribune-com,Minnesota Star Tribune,https://www.startribune.com,north-america,north-america,united-states,state-province,Minneapolis-Saint Paul and Minnesota,newspaper,en,87,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,unknown,2026-09-01,https://www.startribune.com
rm-the-daily-news-newfirstsearch-oclc-org,The Daily News,https://newfirstsearch.oclc.org/dbname=BusDateline;FSIP,north-america,north-america,united-states,local-area,Longview,newspaper,en,87,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://newfirstsearch.oclc.org/dbname=BusDateline;FSIP|https://www.wikidata.org/wiki/Q7728682
rm-the-dallas-morning-news-dallasnews-com,The Dallas Morning News,https://www.dallasnews.com,north-america,north-america,united-states,metro-city,Dallas-Fort Worth and North Texas,newspaper,en,87,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.dallasnews.com
rm-the-denver-post-denverpost-com,The Denver Post,https://www.denverpost.com,north-america,north-america,united-states,state-province,Denver and Colorado,newspaper,en,87,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.denverpost.com
rm-the-mercury-news-mercurynews-com,The Mercury News,https://mercurynews.com,north-america,north-america,united-states,local-area,San Jose,newspaper,en,87,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://mercurynews.com|https://www.wikidata.org/wiki/Q575741
rm-atlanta-journal-constitution-ajc-com,Atlanta Journal-Constitution,https://www.ajc.com,north-america,north-america,united-states,state-province,Atlanta and Georgia,newspaper,en,86,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.ajc.com
rm-la-depeche-du-midi-ladepeche-fr,La Dépêche du Midi,https://www.ladepeche.fr,europe,western-europe,france,region,Occitanie,newspaper,fr,86,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.ladepeche.fr
rm-lebanon-express-oregonnews-uoregon-edu,Lebanon Express,https://oregonnews.uoregon.edu/lccn/sn97071028,north-america,north-america,united-states,local-area,Lebanon,newspaper,en,86,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://oregonnews.uoregon.edu/lccn/sn97071028|https://www.wikidata.org/wiki/Q6511083
rm-rheinische-post-rp-online-de,Rheinische Post,https://rp-online.de,europe,western-europe,germany,region,Düsseldorf and the Rhineland,newspaper,de,86,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://rp-online.de
rm-ria-novosti-ria-ru,RIA Novosti,https://ria.ru,europe,eastern-europe,russia,state-province,Moscow,digital-news,ru,86,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://ria.ru|https://www.wikidata.org/wiki/Q821172
rm-the-age-theage-com-au,The Age,https://www.theage.com.au,oceania,australia-new-zealand,australia,state-province,Melbourne and Victoria,newspaper,en,86,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.theage.com.au
rm-the-baltimore-sun-baltimoresun-com,The Baltimore Sun,https://www.baltimoresun.com,north-america,north-america,united-states,state-province,Baltimore and Maryland,newspaper,en,86,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,unknown,2026-09-01,https://www.baltimoresun.com
rm-the-oregonian-oregonlive-com,The Oregonian,https://www.oregonlive.com,north-america,north-america,united-states,state-province,Portland and Oregon,newspaper,en,86,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,unknown,2026-09-01,https://www.oregonlive.com
rm-the-san-diego-union-tribune-sandiegouniontribune-com,The San Diego Union-Tribune,https://www.sandiegouniontribune.com,north-america,north-america,united-states,county-district,San Diego County,newspaper,en,86,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.sandiegouniontribune.com
rm-ann-arbor-news-mlive-com,Ann Arbor News,https://mlive.com,north-america,north-america,united-states,state-province,Michigan,newspaper,en,85,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,unknown,2026-09-01,https://mlive.com|https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv
rm-brnensky-denik-brnensky-denik-cz,Brněnský deník,https://brnensky.denik.cz,europe,eastern-europe,czech-republic,region,Brno and South Moravia,newspaper,cs,85,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://brnensky.denik.cz
rm-chicago-sun-times-chicago-suntimes-com,Chicago Sun-Times,https://chicago.suntimes.com,north-america,north-america,united-states,local-area,Chicago,newspaper,en,85,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://chicago.suntimes.com|https://www.wikidata.org/wiki/Q577417
rm-cleveland-com-cleveland-com,Cleveland.com,https://www.cleveland.com,north-america,north-america,united-states,metro-city,Cleveland and northeast Ohio,newspaper,en,85,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,unknown,2026-09-01,https://www.cleveland.com
rm-houston-chronicle-houstonchronicle-com,Houston Chronicle,https://www.houstonchronicle.com,north-america,north-america,united-states,metro-city,Houston and Southeast Texas,newspaper,en,85,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.houstonchronicle.com
rm-munchner-merkur-merkur-de,Münchner Merkur,https://www.merkur.de,europe,western-europe,germany,region,Munich and Bavaria,newspaper,de,85,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.merkur.de
rm-pittsburgh-post-gazette-post-gazette-com,Pittsburgh Post-Gazette,https://www.post-gazette.com,north-america,north-america,united-states,metro-city,Pittsburgh and western Pennsylvania,newspaper,en,85,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.post-gazette.com
rm-sud-ouest-sudouest-fr,Sud Ouest,https://www.sudouest.fr,europe,western-europe,france,region,Nouvelle-Aquitaine,newspaper,fr,85,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.sudouest.fr
rm-tampa-bay-times-tampabay-com,Tampa Bay Times,https://www.tampabay.com,north-america,north-america,united-states,metro-city,Tampa Bay and Florida,newspaper,en,85,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.tampabay.com
rm-badische-zeitung-badische-zeitung-de,Badische Zeitung,https://www.badische-zeitung.de,europe,western-europe,germany,region,Freiburg im Breisgau,newspaper,de,84,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.badische-zeitung.de|https://www.wikidata.org/wiki/Q799143
rm-cebu-daily-news-cebudailynews-inquirer-net,Cebu Daily News,https://cebudailynews.inquirer.net,asia,south-eastern-asia,philippines,local-area,Cebu City,newspaper,en,84,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,unknown,2026-09-01,https://cebudailynews.inquirer.net|https://www.wikidata.org/wiki/Q45185044
rm-deseret-news-deseret-com,Deseret News,https://www.deseret.com,north-america,north-america,united-states,metro-city,Salt Lake City,newspaper,en,84,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.deseret.com|https://www.wikidata.org/wiki/Q1056889
rm-el-periodico-elperiodico-com,El Periódico,https://www.elperiodico.com,europe,southern-europe,spain,region,Barcelona and Catalonia,newspaper,es,84,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.elperiodico.com
rm-las-vegas-review-journal-reviewjournal-com,Las Vegas Review-Journal,https://www.reviewjournal.com,north-america,north-america,united-states,metro-city,Las Vegas and southern Nevada,newspaper,en,84,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.reviewjournal.com
rm-le-telegramme-letelegramme-fr,Le Télégramme,https://www.letelegramme.fr,europe,western-europe,france,region,Brittany,newspaper,fr,84,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.letelegramme.fr
rm-press-register-al-com,Press-Register,https://www.al.com/press-register,north-america,north-america,united-states,local-area,Mobile,newspaper,de|en,84,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,unknown,2026-09-01,https://www.al.com/press-register|https://www.wikidata.org/wiki/Q7241596
rm-san-francisco-examiner-examiner-com,San Francisco Examiner,https://www.examiner.com,north-america,north-america,united-states,local-area,San Francisco,newspaper,en,84,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.examiner.com|https://www.wikidata.org/wiki/Q2164240
rm-the-scotsman-scotsman-com,The Scotsman,https://www.scotsman.com,europe,northern-europe,united-kingdom,region,Scotland,newspaper,en,84,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,unknown,2026-09-01,https://www.scotsman.com
rm-the-texas-tribune-texastribune-org,The Texas Tribune,https://www.texastribune.org,north-america,north-america,united-states,state-province,Texas,newspaper,en,84,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.texastribune.org
rm-the-times-picayune-the-new-orleans-advocate-nola-com,The Times-Picayune | The New Orleans Advocate,https://www.nola.com,north-america,north-america,united-states,local-area,New Orleans,newspaper,en,84,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.nola.com|https://www.wikidata.org/wiki/Q116886708
rm-cape-times-iol-co-za,Cape Times,https://www.iol.co.za/capetimes,africa,southern-africa,south-africa,metro-city,Cape Town and Western Cape,newspaper,en,83,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,unknown,2026-09-01,https://www.iol.co.za/capetimes
rm-chunichi-shimbun-chunichi-co-jp,Chunichi Shimbun,https://www.chunichi.co.jp,asia,eastern-asia,japan,region,Chūbu region,newspaper,ja,83,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.chunichi.co.jp
rm-deccan-herald-deccanherald-com,Deccan Herald,https://www.deccanherald.com,asia,southern-asia,india,state-province,Karnataka,newspaper,en,83,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.deccanherald.com
rm-hamburger-abendblatt-abendblatt-de,Hamburger Abendblatt,https://www.abendblatt.de,europe,western-europe,germany,metro-city,Hamburg and northern Germany,newspaper,de,83,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.abendblatt.de
rm-la-voix-du-nord-lavoixdunord-fr,La Voix du Nord,https://www.lavoixdunord.fr,europe,western-europe,france,region,Hauts-de-France,newspaper,fr,83,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.lavoixdunord.fr
rm-st-louis-post-dispatch-stltoday-com,St. Louis Post-Dispatch,https://www.stltoday.com,north-america,north-america,united-states,metro-city,St. Louis metropolitan area,newspaper,en,83,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.stltoday.com
rm-the-salt-lake-tribune-sltrib-com,The Salt Lake Tribune,https://www.sltrib.com,north-america,north-america,united-states,state-province,Salt Lake City and Utah,newspaper,en,83,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.sltrib.com
rm-vancouver-sun-vancouversun-com,Vancouver Sun,https://vancouversun.com,north-america,north-america,canada,state-province,Vancouver and British Columbia,newspaper,en,83,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://vancouversun.com
rm-berliner-zeitung-berliner-zeitung-de,Berliner Zeitung,https://www.berliner-zeitung.de,europe,western-europe,germany,metro-city,Berlin,newspaper,de,82,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.berliner-zeitung.de
rm-berlingske-berlingske-dk,Berlingske,https://www.berlingske.dk,europe,northern-europe,denmark,local-area,Copenhagen,newspaper,da,82,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.berlingske.dk|https://www.wikidata.org/wiki/Q59055
rm-crain-s-chicago-business-chicagobusiness-com,Crain's Chicago Business,https://www.chicagobusiness.com,north-america,north-america,united-states,local-area,Chicago,newspaper,en,82,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,unknown,2026-09-01,https://www.chicagobusiness.com|https://www.wikidata.org/wiki/Q5181783
rm-hochland-kurier-dresden-de,Hochland-Kurier,https://www.dresden.de/de/rathaus/stadtbezirksaemter/schoenfeld-weissig/hochlandkurier.php,europe,western-europe,germany,region,Local or regional market in Germany,newspaper,de,82,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.dresden.de/de/rathaus/stadtbezirksaemter/schoenfeld-weissig/hochlandkurier.php|https://www.wikidata.org/wiki/Q136142061
rm-ksl-ksl-com,KSL,https://ksl.com,north-america,north-america,united-states,state-province,Utah,news-broadcaster,en,82,Ahrefs,2026-08-19,unknown,,unknown,unknown,P1,active,2026-09-01,https://ksl.com|https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv
rm-kolner-stadt-anzeiger-ksta-de,Kölner Stadt-Anzeiger,https://www.ksta.de,europe,western-europe,germany,metro-city,Cologne and North Rhine-Westphalia,newspaper,de,82,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.ksta.de
rm-la-voz-de-galicia-lavozdegalicia-es,La Voz de Galicia,https://www.lavozdegalicia.es,europe,southern-europe,spain,region,Galicia,newspaper,es,82,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.lavozdegalicia.es
rm-le-dauphine-libere-ledauphine-com,Le Dauphiné Libéré,https://www.ledauphine.com/pdf/editions-numeriques,europe,western-europe,france,region,Grenoble,newspaper,fr,82,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.ledauphine.com/pdf/editions-numeriques|https://www.wikidata.org/wiki/Q2642655
rm-le-devoir-ledevoir-com,Le Devoir,https://www.ledevoir.com,north-america,north-america,canada,local-area,Montreal,newspaper,fr,82,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.ledevoir.com|https://www.wikidata.org/wiki/Q1504424
rm-le-progres-leprogres-fr,Le Progrès,https://www.leprogres.fr,europe,western-europe,france,region,Lyon and Auvergne-Rhône-Alpes,newspaper,fr,82,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.leprogres.fr
rm-manchester-evening-news-manchestereveningnews-co-uk,Manchester Evening News,https://www.manchestereveningnews.co.uk,europe,northern-europe,united-kingdom,metro-city,Greater Manchester,newspaper,en,82,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.manchestereveningnews.co.uk
rm-pittsburgh-tribune-review-triblive-com,Pittsburgh Tribune-Review,https://triblive.com,north-america,north-america,united-states,local-area,Pittsburgh,newspaper,en,82,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://triblive.com|https://www.wikidata.org/wiki/Q3044967
rm-the-daily-dot-dailydot-com,The Daily Dot,https://www.dailydot.com,north-america,north-america,united-states,local-area,Austin,digital-news,en,82,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.dailydot.com|https://www.wikidata.org/wiki/Q3986493
rm-the-irish-examiner-irishexaminer-com,The Irish Examiner,https://www.irishexaminer.com,europe,northern-europe,ireland,region,Cork and southern Ireland,newspaper,en,82,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.irishexaminer.com
rm-tokyo-shimbun-tokyo-np-co-jp,Tokyo Shimbun,https://www.tokyo-np.co.jp,asia,eastern-asia,japan,metro-city,Tokyo metropolitan area,newspaper,ja,82,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.tokyo-np.co.jp
rm-walesonline-walesonline-co-uk,WalesOnline,https://www.walesonline.co.uk,europe,northern-europe,united-kingdom,region,Wales,newspaper,en,82,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.walesonline.co.uk
rm-advocate-theadvocate-com,Advocate,https://theadvocate.com,north-america,north-america,united-states,state-province,Louisiana,newspaper,en,81,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv|https://theadvocate.com
rm-anchorage-daily-news-adn-com,Anchorage Daily News,https://www.adn.com,north-america,north-america,united-states,local-area,Anchorage,newspaper,en,81,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.adn.com|https://www.wikidata.org/wiki/Q489214
rm-arizona-daily-star-tucson-com,Arizona Daily Star,https://tucson.com,north-america,north-america,united-states,state-province,Arizona,newspaper,en,81,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv|https://tucson.com
rm-boston-herald-bostonherald-com,Boston Herald,https://bostonherald.com,north-america,north-america,united-states,state-province,Massachusetts,newspaper,en,81,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://bostonherald.com|https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv
rm-calgary-herald-calgaryherald-com,Calgary Herald,https://calgaryherald.com,north-america,north-america,canada,metro-city,Calgary and southern Alberta,newspaper,en,81,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://calgaryherald.com
rm-calmatters-calmatters-org,CalMatters,https://calmatters.org,north-america,north-america,united-states,state-province,California,newspaper,en,81,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://calmatters.org
rm-correio-braziliense-correiobraziliense-com-br,Correio Braziliense,https://www.correiobraziliense.com.br,latin-america-caribbean,south-america,brazil,state-province,Brasília and the Federal District,newspaper,pt,81,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.correiobraziliense.com.br
rm-der-westen-derwesten-de,DER WESTEN,https://www.derwesten.de,europe,western-europe,germany,region,Berlin,digital-news,de,81,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.derwesten.de|https://www.wikidata.org/wiki/Q26807818
rm-goteborgs-posten-gp-se,Göteborgs-Posten,https://www.gp.se,europe,northern-europe,sweden,region,Gothenburg and western Sweden,newspaper,sv,81,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.gp.se
rm-hk01-hk01-com,HK01,https://www.hk01.com,asia,eastern-asia,china,local-area,Hong Kong,digital-news,zh,81,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.hk01.com|https://www.wikidata.org/wiki/Q22774484
rm-maariv-hashavua-maariv-co-il,Maariv Hashavua,https://www.maariv.co.il,asia,western-asia,israel,local-area,Israel,newspaper,he,81,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,unknown,2026-09-01,https://www.maariv.co.il|https://www.wikidata.org/wiki/Q6748492
rm-schwabische-zeitung-schwaebische-de,Schwäbische Zeitung,https://www.schwaebische.de,europe,western-europe,germany,region,Ravensburg,newspaper,de,81,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.schwaebische.de|https://www.wikidata.org/wiki/Q2258020
rm-syracuse-com-syracuse-com,Syracuse.com,https://syracuse.com,north-america,north-america,united-states,local-area,Syracuse,digital-news,en,81,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,unknown,2026-09-01,https://syracuse.com|https://www.wikidata.org/wiki/Q108842702
rm-the-buffalo-news-buffalonews-com,The Buffalo News,https://buffalonews.com,north-america,north-america,united-states,metro-city,Buffalo and western New York,newspaper,en,81,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://buffalonews.com
rm-the-daily-caller-dailycaller-com,The Daily Caller,https://dailycaller.com,north-america,north-america,united-states,local-area,"Washington, D.C.",digital-news,en,81,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://dailycaller.com|https://www.wikidata.org/wiki/Q7728625
rm-toronto-sun-torontosun-com,Toronto Sun,https://torontosun.com,north-america,north-america,canada,local-area,Toronto,newspaper,en,81,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://torontosun.com|https://www.wikidata.org/wiki/Q2301245
rm-wjla-wjla-com,WJLA,https://wjla.com,north-america,north-america,united-states,state-province,District of Columbia,news-broadcaster,en,81,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv|https://wjla.com
rm-wrc-nbcwashington-com,WRC,https://nbcwashington.com,north-america,north-america,united-states,state-province,District of Columbia,news-broadcaster,en,81,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://nbcwashington.com|https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv
rm-albuquerque-journal-abqjournal-com,Albuquerque Journal,https://abqjournal.com,north-america,north-america,united-states,local-area,Albuquerque,newspaper,en,80,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://abqjournal.com|https://www.wikidata.org/wiki/Q4712813
rm-am-new-york-amny-com,AM New York,https://www.amny.com,north-america,north-america,united-states,metro-city,New York City,newspaper,en,80,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.amny.com|https://www.wikidata.org/wiki/Q2819281
rm-bangor-daily-news-bangordailynews-com,Bangor Daily News,https://bangordailynews.com,north-america,north-america,united-states,state-province,Maine,newspaper,en,80,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://bangordailynews.com|https://raw.githubusercontent.com/yinleon/LocalNewsDataset/master/data/local_news_dataset_2018_for_domain_analysis.csv
rm-belfast-telegraph-belfasttelegraph-co-uk,Belfast Telegraph,https://www.belfasttelegraph.co.uk,europe,northern-europe,united-kingdom,region,Belfast and Northern Ireland,newspaper,en,80,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,unknown,2026-09-01,https://www.belfasttelegraph.co.uk
rm-deccan-chronicle-deccanchronicle-com,Deccan Chronicle,https://www.deccanchronicle.com,asia,southern-asia,india,multi-region,Telangana and Andhra Pradesh,newspaper,en,80,Ahrefs,2026-09-01,unknown,,unknown,unknown,P1,active,2026-09-01,https://www.deccanchronicle.com
